Total Number of Records          35156.
             DATA SET: /home/las/datasets/ocean_analysis/NRIG/ice_5day.nc
             GODAS-MOM OUTPUT
             X: 0.5 to 35156.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 01-JAN-1901 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: SST is sea surface temperature (deg-C)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,SST
"29-DEC-2003",37617.5,60.0373,-29.2529,23.993  
"29-DEC-2003",37617.5,60.5194,-29.2529,23.9911  
"29-DEC-2003",37617.5,61.0014,-29.2529,24.0162  
"29-DEC-2003",37617.5,61.4833,-29.2529,24.0702  
"29-DEC-2003",37617.5,61.9651,-29.2529,24.1956  
"29-DEC-2003",37617.5,62.4469,-29.2529,24.3973  
"29-DEC-2003",37617.5,62.9286,-29.2529,24.5916  
"29-DEC-2003",37617.5,63.4102,-29.2529,24.7121  
"29-DEC-2003",37617.5,63.8918,-29.2529,24.7488  
"29-DEC-2003",37617.5,64.3733,-29.2529,24.7629  
"29-DEC-2003",37617.5,64.8547,-29.2529,24.7513  
"29-DEC-2003",37617.5,65.3361,-29.2529,24.7182  
"29-DEC-2003",37617.5,65.8175,-29.2529,24.6981  
"29-DEC-2003",37617.5,66.2987,-29.2529,24.7099  
"29-DEC-2003",37617.5,66.7799,-29.2529,24.724  
"29-DEC-2003",37617.5,67.2611,-29.2529,24.7332  
"29-DEC-2003",37617.5,67.7422,-29.2529,24.7304  
"29-DEC-2003",37617.5,68.2233,-29.2529,24.712  
"29-DEC-2003",37617.5,68.7043,-29.2529,24.6425  
"29-DEC-2003",37617.5,69.1853,-29.2529,24.5124  
"29-DEC-2003",37617.5,69.6662,-29.2529,24.3252  
"29-DEC-2003",37617.5,70.1471,-29.2529,24.1821  
"29-DEC-2003",37617.5,70.628,-29.2529,24.141  
"29-DEC-2003",37617.5,71.1088,-29.2529,24.1664  
"29-DEC-2003",37617.5,71.5896,-29.2529,24.2153  
"29-DEC-2003",37617.5,72.0704,-29.2529,24.332  
"29-DEC-2003",37617.5,72.5511,-29.2529,24.4254  
"29-DEC-2003",37617.5,73.0318,-29.2529,24.4565  
"29-DEC-2003",37617.5,73.5125,-29.2529,24.4523  
"29-DEC-2003",37617.5,73.9932,-29.2529,24.3027  
"29-DEC-2003",37617.5,74.4738,-29.2529,24.073  
"29-DEC-2003",37617.5,74.9544,-29.2529,23.9209  
"29-DEC-2003",37617.5,75.435,-29.2529,23.9265  
"29-DEC-2003",37617.5,75.9156,-29.2529,23.9587  
"29-DEC-2003",37617.5,76.3961,-29.2529,23.9766  
"29-DEC-2003",37617.5,76.8767,-29.2529,23.9912  
"29-DEC-2003",37617.5,77.3572,-29.2529,24.0049  
"29-DEC-2003",37617.5,77.8377,-29.2529,24.0135  
"29-DEC-2003",37617.5,78.3182,-29.2529,24.0419  
"29-DEC-2003",37617.5,78.7987,-29.2529,24.1283  
"29-DEC-2003",37617.5,79.2793,-29.2529,24.2838  
"29-DEC-2003",37617.5,79.7598,-29.2529,24.398  
"29-DEC-2003",37617.5,80.2403,-29.2529,24.4628  
"29-DEC-2003",37617.5,80.7208,-29.2529,24.4761  
"29-DEC-2003",37617.5,81.2013,-29.2529,24.4778  
"29-DEC-2003",37617.5,81.6818,-29.2529,24.4774  
"29-DEC-2003",37617.5,82.1623,-29.2529,24.459  
"29-DEC-2003",37617.5,82.6428,-29.2529,24.4136  
"29-DEC-2003",37617.5,83.1233,-29.2529,24.3447  
"29-DEC-2003",37617.5,83.6039,-29.2529,24.2591  
"29-DEC-2003",37617.5,84.0844,-29.2529,24.1573  
"29-DEC-2003",37617.5,84.565,-29.2529,24.0316  
"29-DEC-2003",37617.5,85.0456,-29.2529,23.8885  
"29-DEC-2003",37617.5,85.5262,-29.2529,23.7104  
"29-DEC-2003",37617.5,86.0068,-29.2529,23.531  
"29-DEC-2003",37617.5,86.4875,-29.2529,23.3795  
"29-DEC-2003",37617.5,86.9682,-29.2529,23.2755  
"29-DEC-2003",37617.5,87.4489,-29.2529,23.2488  
"29-DEC-2003",37617.5,87.9296,-29.2529,23.184  
"29-DEC-2003",37617.5,88.4104,-29.2529,23.1112  
"29-DEC-2003",37617.5,88.8912,-29.2529,23.067  
"29-DEC-2003",37617.5,89.372,-29.2529,23.0028  
"29-DEC-2003",37617.5,89.8529,-29.2529,22.8474  
"29-DEC-2003",37617.5,90.3338,-29.2529,22.6009  
"29-DEC-2003",37617.5,90.8147,-29.2529,22.4225  
"29-DEC-2003",37617.5,91.2957,-29.2529,22.4372  
"29-DEC-2003",37617.5,91.7767,-29.2529,22.5223  
"29-DEC-2003",37617.5,92.2578,-29.2529,22.7531  
"29-DEC-2003",37617.5,92.7389,-29.2529,22.9412  
"29-DEC-2003",37617.5,93.2201,-29.2529,22.9784  
"29-DEC-2003",37617.5,93.7013,-29.2529,22.884  
"29-DEC-2003",37617.5,94.1826,-29.2529,22.7647  
"29-DEC-2003",37617.5,94.6639,-29.2529,22.6866  
"29-DEC-2003",37617.5,95.1453,-29.2529,22.5948  
"29-DEC-2003",37617.5,95.6267,-29.2529,22.462  
"29-DEC-2003",37617.5,96.1082,-29.2529,22.3553  
"29-DEC-2003",37617.5,96.5898,-29.2529,22.3113  
"29-DEC-2003",37617.5,97.0714,-29.2529,22.2901  
"29-DEC-2003",37617.5,97.5531,-29.2529,22.2575  
"29-DEC-2003",37617.5,98.0349,-29.2529,22.1998  
"29-DEC-2003",37617.5,98.5167,-29.2529,22.1122  
"29-DEC-2003",37617.5,98.9986,-29.2529,21.9814  
"29-DEC-2003",37617.5,99.4806,-29.2529,21.8164  
"29-DEC-2003",37617.5,99.9626,-29.2529,21.6587  
"29-DEC-2003",37617.5,100.445,-29.2529,21.5612  
"29-DEC-2003",37617.5,100.927,-29.2529,21.4613  
"29-DEC-2003",37617.5,101.409,-29.2529,21.3084  
"29-DEC-2003",37617.5,101.892,-29.2529,21.181  
"29-DEC-2003",37617.5,102.374,-29.2529,21.1422  
"29-DEC-2003",37617.5,102.857,-29.2529,21.0753  
"29-DEC-2003",37617.5,103.339,-29.2529,20.8619  
"29-DEC-2003",37617.5,103.822,-29.2529,20.5967  
"29-DEC-2003",37617.5,104.305,-29.2529,20.4697  
"29-DEC-2003",37617.5,104.788,-29.2529,20.57  
"29-DEC-2003",37617.5,105.271,-29.2529,20.6625  
"29-DEC-2003",37617.5,105.754,-29.2529,20.664  
"29-DEC-2003",37617.5,106.238,-29.2529,20.6239  
"29-DEC-2003",37617.5,106.721,-29.2529,20.5731  
"29-DEC-2003",37617.5,107.204,-29.2529,20.4972  
"29-DEC-2003",37617.5,107.688,-29.2529,20.4109  
"29-DEC-2003",37617.5,108.172,-29.2529,20.2907  
"29-DEC-2003",37617.5,108.656,-29.2529,20.1575  
"29-DEC-2003",37617.5,109.14,-29.2529,20.0815  
"29-DEC-2003",37617.5,109.624,-29.2529,20.0615  
"29-DEC-2003",37617.5,110.108,-29.2529,20.2671  
"29-DEC-2003",37617.5,110.592,-29.2529,20.7342  
"29-DEC-2003",37617.5,111.077,-29.2529,21.362  
"29-DEC-2003",37617.5,111.561,-29.2529,21.5226  
"29-DEC-2003",37617.5,112.046,-29.2529,21.3899  
"29-DEC-2003",37617.5,112.531,-29.2529,21.4484  
"29-DEC-2003",37617.5,113.016,-29.2529,21.3947  
"29-DEC-2003",37617.5,113.501,-29.2529,21.1049  
"29-DEC-2003",37617.5,113.987,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,114.472,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,114.958,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,115.444,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,115.93,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,116.416,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,116.902,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,117.389,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,117.875,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,118.362,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,118.849,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,119.336,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,119.824,-29.2529,-1.E+34  
"29-DEC-2003",37617.5,29.8893,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,30.3817,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,30.8738,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,31.3656,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,31.8572,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,32.3484,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,32.8395,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,33.3302,-28.7561,-1.E+34  
"29-DEC-2003",37617.5,33.8207,-28.7561,25.3385  
"29-DEC-2003",37617.5,34.311,-28.7561,25.8774  
"29-DEC-2003",37617.5,34.801,-28.7561,26.3915  
"29-DEC-2003",37617.5,35.2908,-28.7561,26.1061  
"29-DEC-2003",37617.5,35.7803,-28.7561,25.2904  
"29-DEC-2003",37617.5,36.2696,-28.7561,24.8059  
"29-DEC-2003",37617.5,36.7587,-28.7561,24.4927  
"29-DEC-2003",37617.5,37.2476,-28.7561,24.471  
"29-DEC-2003",37617.5,37.7362,-28.7561,24.5709  
"29-DEC-2003",37617.5,38.2246,-28.7561,24.6418  
"29-DEC-2003",37617.5,38.7128,-28.7561,24.6764  
"29-DEC-2003",37617.5,39.2008,-28.7561,24.7002  
"29-DEC-2003",37617.5,39.6886,-28.7561,24.6753  
"29-DEC-2003",37617.5,40.1762,-28.7561,24.651  
"29-DEC-2003",37617.5,40.6637,-28.7561,24.6049  
"29-DEC-2003",37617.5,41.1509,-28.7561,24.5821  
"29-DEC-2003",37617.5,41.6379,-28.7561,24.5887  
"29-DEC-2003",37617.5,42.1248,-28.7561,24.5431  
"29-DEC-2003",37617.5,42.6114,-28.7561,24.399  
"29-DEC-2003",37617.5,43.0979,-28.7561,24.2877  
"29-DEC-2003",37617.5,43.5842,-28.7561,24.2587  
"29-DEC-2003",37617.5,44.0704,-28.7561,24.3099  
"29-DEC-2003",37617.5,44.5564,-28.7561,24.3902  
"29-DEC-2003",37617.5,45.0422,-28.7561,24.4241  
"29-DEC-2003",37617.5,45.5279,-28.7561,24.4027  
"29-DEC-2003",37617.5,46.0134,-28.7561,24.3693  
"29-DEC-2003",37617.5,46.4987,-28.7561,24.3146  
"29-DEC-2003",37617.5,46.9839,-28.7561,24.3115  
"29-DEC-2003",37617.5,47.469,-28.7561,24.3377  
"29-DEC-2003",37617.5,47.9539,-28.7561,24.3505  
